c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment,timestamp
229,Customer#000000229,58035.0904,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,36344
229,Customer#000000229,97360.5496,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,36346
229,Customer#000000229,123324.0116,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,36348
229,Customer#000000229,128241.36839999999,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,36352
260,Customer#000000260,1022.5536000000001,9196.11,ARGENTINA,CrHY2zx4vner4,11-708-529-9446,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,34610
260,Customer#000000260,45402.4107,9196.11,ARGENTINA,CrHY2zx4vner4,11-708-529-9446,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,34612
268,Customer#000000268,35585.331600000005,6821.01,CANADA,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,13-720-469-5207,press ideas print quickly. fluffily unusual deposits use blithely eve,28034
334,Customer#000000334,57562.9586,-405.91,EGYPT,OPN1N7t4aQ23TnCpc,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",30482
295,Customer#000000295,43139.424,9497.89,ALGERIA,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,10-340-773-4322,"play according to the quickly ironic instructions-- unusual, bol",37536
295,Customer#000000295,82326.824,9497.89,ALGERIA,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,10-340-773-4322,"play according to the quickly ironic instructions-- unusual, bol",37538
442,Customer#000000442,25222.521999999997,4157.0,ARGENTINA,rvgayfJFLO2cjzMA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",40214
442,Customer#000000442,49301.122,4157.0,ARGENTINA,rvgayfJFLO2cjzMA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",40216
442,Customer#000000442,81491.66500000001,4157.0,ARGENTINA,rvgayfJFLO2cjzMA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",40220
235,Customer#000000235,49525.9401,754.41,CANADA,bp0rIBMh4fMdQnHBmMnB,13-350-790-6416,hely ruthless instructions again,49362
235,Customer#000000235,81556.2111,754.41,CANADA,bp0rIBMh4fMdQnHBmMnB,13-350-790-6416,hely ruthless instructions again,49366
526,Customer#000000526,46679.01,705.93,ARGENTINA,0oAVPhh1I4JdrDafVG2Z8,11-170-679-3115,ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro,50944
526,Customer#000000526,68475.3108,705.93,ARGENTINA,0oAVPhh1I4JdrDafVG2Z8,11-170-679-3115,ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro,50946
229,Customer#000000229,70206.27799999999,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,38575
229,Customer#000000229,30880.818799999994,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,38575
229,Customer#000000229,4917.356799999994,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,38575
229,Customer#000000229,-5.4569682106375694E-12,7568.07,ARGENTINA,Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG,11-243-298-4029,bold accounts haggle furiously even deposits. regular instruct,38575
268,Customer#000000268,0.0,6821.01,CANADA,tkSLQoOpfOa601itad05EcN0UmhjZXdyKRc0r,13-720-469-5207,press ideas print quickly. fluffily unusual deposits use blithely eve,58623
334,Customer#000000334,0.0,-405.91,EGYPT,OPN1N7t4aQ23TnCpc,14-947-291-5002,"fully busily special ideas. carefully final excuses lose slyly carefully express accounts. even, ironic platelets ar",61013
260,Customer#000000260,44379.8571,9196.11,ARGENTINA,CrHY2zx4vner4,11-708-529-9446,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,65221
260,Customer#000000260,0.0,9196.11,ARGENTINA,CrHY2zx4vner4,11-708-529-9446,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin,65223
295,Customer#000000295,39187.399999999994,9497.89,ALGERIA,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,10-340-773-4322,"play according to the quickly ironic instructions-- unusual, bol",68147
295,Customer#000000295,-7.275957614183426E-12,9497.89,ALGERIA,mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2,10-340-773-4322,"play according to the quickly ironic instructions-- unusual, bol",68149
442,Customer#000000442,56269.14300000001,4157.0,ARGENTINA,rvgayfJFLO2cjzMA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",70825
442,Customer#000000442,32190.54300000001,4157.0,ARGENTINA,rvgayfJFLO2cjzMA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",70827
442,Customer#000000442,7.275957614183426E-12,4157.0,ARGENTINA,rvgayfJFLO2cjzMA,11-240-523-8711,"lets would affix fluffily. regular, regular ideas ought to haggle carefully blit",70831
535,Customer#000000535,73819.1406,2912.8,BRAZIL,",2Y kklprPasEp6DcthUibs",12-787-866-1808,even dinos breach. fluffily ironic,47692
235,Customer#000000235,32030.271,754.41,CANADA,bp0rIBMh4fMdQnHBmMnB,13-350-790-6416,hely ruthless instructions again,49362
