(295|Customer#000000295|9497.89|10-340-773-4322|ALGERIA|mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2|play according to the quickly ironic instructions-- unusual, bol|43139.424|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|26421)
(295|Customer#000000295|9497.89|10-340-773-4322|ALGERIA|mk649IH6njR14woTVZ1cxtlNs URxBHD5o5z2|play according to the quickly ironic instructions-- unusual, bol|82326.824|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|26422)
(337|Customer#000000337|-270.59|10-337-165-1106|ALGERIA|EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn|ld requests sleep quickly. carefully express tithes wake carefully ac|14857.6824|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|17145)
(337|Customer#000000337|-270.59|10-337-165-1106|ALGERIA|EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn|ld requests sleep quickly. carefully express tithes wake carefully ac|40645.308899999996|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|17145)
(337|Customer#000000337|-270.59|10-337-165-1106|ALGERIA|EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn|ld requests sleep quickly. carefully express tithes wake carefully ac|92575.90789999999|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|17145)
(76|Customer#000000076|5745.33|10-349-718-3044|ALGERIA|m3sbCvjMOHyaOofH,e UkGPtqc4|pecial deposits. ironic ideas boost blithely according to the closely ironic theodolites! furiously final deposits n|15993.534599999999|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|9651)
(442|Customer#000000442|4157.0|11-240-523-8711|ARGENTINA|rvgayfJFLO2cjzMA|lets would affix fluffily. regular, regular ideas ought to haggle carefully blit|25222.521999999997|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|27760)
(442|Customer#000000442|4157.0|11-240-523-8711|ARGENTINA|rvgayfJFLO2cjzMA|lets would affix fluffily. regular, regular ideas ought to haggle carefully blit|49301.122|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|27761)
(442|Customer#000000442|4157.0|11-240-523-8711|ARGENTINA|rvgayfJFLO2cjzMA|lets would affix fluffily. regular, regular ideas ought to haggle carefully blit|81491.66500000001|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|27763)
(478|Customer#000000478|-210.4|11-655-291-2694|ARGENTINA|clyq458DIkXXt4qLyHlbe,n JueoniF|o the foxes. ironic requests sleep. c|48522.969|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|24338)
(526|Customer#000000526|705.93|11-170-679-3115|ARGENTINA|0oAVPhh1I4JdrDafVG2Z8|ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro|1775.1194|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|26787)
(526|Customer#000000526|705.93|11-170-679-3115|ARGENTINA|0oAVPhh1I4JdrDafVG2Z8|ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro|52093.5134|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|26787)
(526|Customer#000000526|705.93|11-170-679-3115|ARGENTINA|0oAVPhh1I4JdrDafVG2Z8|ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro|92397.9534|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|26787)
(526|Customer#000000526|705.93|11-170-679-3115|ARGENTINA|0oAVPhh1I4JdrDafVG2Z8|ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro|139076.9634|CUSTKEY|C_NAME|C_ACCTBAL|C_PHONE|N_NAME|C_ADDRESS|C_COMMENT|revenue|33125)
